Gene ID,Gene Name,SRR975564,SRR975565,SRR975566,SRR975569,SRR975570,SRR975571,SRR975597,SRR975598,SRR975599
ENSG00000000003,TSPAN6,487,4326,3652,2893,691,2271,1691,6192,722
ENSG00000000005,TNMD,3,21,7,18,4,20,10,40,14
ENSG00000000419,DPM1,679,1347,849,756,278,743,1066,1273,405
ENSG00000000457,SCYL3,232,454,172,609,225,539,256,422,95
ENSG00000000460,C1orf112,194,241,158,117,38,76,172,293,73
ENSG00000000938,FGR,360,84,227,111,35,212,148,72,111
ENSG00000000971,CFH,507,393,786,3316,696,2983,2576,2800,552
ENSG00000001036,FUCA2,1621,1984,1038,2031,832,2092,578,2176,488
ENSG00000001084,GCLC,749,1350,690,1237,474,1134,956,1022,577
ENSG00000001167,NFYA,723,622,554,824,302,809,571,1033,179
ENSG00000001460,STPG1,125,102,186,349,181,359,168,227,67
ENSG00000001461,NIPAL3,983,484,440,1468,594,1115,832,610,382
ENSG00000001497,LAS1L,904,1242,1205,642,291,905,767,1330,314
ENSG00000001561,ENPP4,409,689,290,1135,345,1044,328,578,178
ENSG00000001617,SEMA3F,308,575,851,383,162,400,1234,784,166
ENSG00000001626,CFTR,1471,2522,3575,7224,2612,5091,3184,1856,401
ENSG00000001629,ANKIB1,671,1212,827,1506,517,1317,618,642,396
ENSG00000001630,CYP51A1,341,312,267,186,51,170,227,320,69
ENSG00000001631,KRIT1,456,1230,467,755,284,702,502,528,202
ENSG00000002016,RAD52,170,164,124,353,149,399,166,156,93
ENSG00000002079,MYH16,4,21,3,1,1,1,2,5,1
ENSG00000002330,BAD,424,165,197,547,246,593,289,388,223
ENSG00000002549,LAP3,2872,2564,2473,1977,896,3665,2134,1629,506
ENSG00000002586,CD99,2395,2997,2038,3228,1085,2821,2161,1310,792
ENSG00000002587,HS3ST1,251,284,115,155,79,215,128,144,47
ENSG00000002726,AOC1,1314,2854,1708,5999,3179,9375,1284,4031,890
ENSG00000002745,WNT16,31,2,1,4,1,5,0,0,0
ENSG00000002746,HECW1,17,20,18,12,2,5,2,6,4
ENSG00000002822,MAD1L1,512,423,374,343,158,446,344,442,344
ENSG00000002834,LASP1,10557,7798,4129,8906,3990,9455,6125,5890,3846
ENSG00000002919,SNX11,370,431,321,563,274,538,262,417,242
ENSG00000002933,TMEM176A,468,7035,3789,2388,803,4256,2418,4316,480
ENSG00000003056,M6PR,1477,2329,1799,2128,640,2527,1664,1830,767
ENSG00000003096,KLHL13,111,80,1179,223,56,167,23,12,7
ENSG00000003137,CYP26B1,35,136,7,55,21,96,5,16,12
ENSG00000003147,ICA1,1043,1641,567,841,262,645,827,974,755
ENSG00000003249,DBNDD1,246,193,73,36,17,44,400,222,151
ENSG00000003393,ALS2,443,568,511,486,182,480,443,351,130
ENSG00000003400,CASP10,368,541,249,1314,448,3870,310,454,131
ENSG00000003402,CFLAR,1869,2383,1485,3658,1293,4226,1270,1854,849
ENSG00000003436,TFPI,260,486,274,527,170,570,253,402,154
ENSG00000003509,NDUFAF7,217,241,171,231,102,253,204,242,84
ENSG00000003756,RBM5,1034,1124,807,2360,887,2437,1222,1478,720
ENSG00000003987,MTMR7,11,7,6,47,16,39,21,7,4
ENSG00000003989,SLC7A2,50,255,30,320,112,253,342,273,90
ENSG00000004059,ARF5,1369,2477,1782,1280,666,1701,1232,2779,982
ENSG00000004139,SARM1,164,86,69,165,73,203,147,114,124
ENSG00000004142,POLDIP2,2795,1166,1732,1613,763,2043,1855,2171,768
ENSG00000004399,PLXND1,1249,1097,1486,887,345,1413,1773,711,739
ENSG00000004455,AK2,3903,2490,1610,3275,1439,4028,2766,2652,1277
ENSG00000004468,CD38,48,65,122,257,52,287,143,19,94
ENSG00000004478,FKBP4,6364,7334,2402,3045,1320,4257,4598,7359,1839
ENSG00000004487,KDM1A,1657,1266,1302,1578,651,1571,2300,1332,746
ENSG00000004534,RBM6,849,1072,1708,2412,959,2857,1310,1736,616
ENSG00000004660,CAMKK1,417,147,121,171,70,342,612,307,135
ENSG00000004700,RECQL,541,783,706,539,181,575,405,373,103
ENSG00000004766,VPS50,166,688,318,713,232,564,377,427,146
ENSG00000004776,HSPB6,203,54,52,88,44,186,117,126,77
ENSG00000004777,ARHGAP33,76,144,53,98,40,90,147,309,120
ENSG00000004779,NDUFAB1,1205,1099,618,984,467,1249,842,1619,436
ENSG00000004799,PDK4,152,642,145,1859,739,1608,294,423,93
ENSG00000004809,SLC22A16,0,2,6,5,0,2,1,2,1
ENSG00000004838,ZMYND10,18,10,7,9,4,12,6,7,6
ENSG00000004846,ABCB5,0,0,7,14,7,60,1,1,0
ENSG00000004848,ARX,192,0,2,19,4,7,0,1,0
ENSG00000004864,SLC25A13,737,1129,343,938,377,948,713,815,308
ENSG00000004866,ST7,354,410,261,279,73,269,189,366,96
ENSG00000004897,CDC27,1165,1096,795,1159,368,1112,755,644,220
ENSG00000004939,SLC4A1,0,0,0,0,0,3,1,0,0
ENSG00000004948,CALCR,1,9,2,5,0,4,0,4,0
ENSG00000004961,HCCS,598,653,531,730,337,937,393,635,188
ENSG00000004975,DVL2,494,513,368,535,219,684,773,656,237
ENSG00000005001,PRSS22,227,177,426,20,18,60,109,443,122
ENSG00000005007,UPF1,3392,3447,2215,2213,1061,2899,2641,4629,1498
ENSG00000005020,SKAP2,293,209,612,1779,632,1622,379,1056,320
ENSG00000005022,SLC25A5,10869,8248,8155,11768,5847,14264,5792,17038,2922
ENSG00000005059,MCUB,237,147,108,225,86,291,128,116,138
ENSG00000005073,HOXA11,92,31,38,63,33,145,1,357,9
ENSG00000005075,POLR2J,312,767,531,402,296,494,332,794,371
ENSG00000005100,DHX33,498,421,531,496,188,634,796,390,216
ENSG00000005102,MEOX1,29,78,70,82,20,137,14,9,4
ENSG00000005108,THSD7A,15,76,92,88,30,120,18,15,13
ENSG00000005156,LIG3,802,428,697,558,227,638,665,743,198
ENSG00000005175,RPAP3,430,601,449,517,158,464,439,500,140
ENSG00000005187,ACSM3,396,1011,148,1078,554,830,422,973,123
ENSG00000005189,REXO5,104,114,48,77,37,70,67,137,24
ENSG00000005194,CIAPIN1,1022,1146,692,672,356,921,753,1348,365
ENSG00000005206,SPPL2B,1415,1302,573,1191,595,1128,1625,3023,1416
ENSG00000005238,FAM214B,586,153,219,680,273,799,388,723,150
ENSG00000005243,COPZ2,46,39,61,61,35,90,30,37,21
ENSG00000005249,PRKAR2B,55,132,100,513,213,528,16,10,12
ENSG00000005302,MSL3,492,479,578,594,233,589,391,514,232
ENSG00000005339,CREBBP,1624,2319,1474,2221,871,2375,1547,2165,1005
ENSG00000005379,TSPOAP1,4885,151,1230,364,125,374,502,233,254
ENSG00000005381,MPO,14,7,4,2,1,5,3,16,2
ENSG00000005421,PON1,0,80,0,23,1,4,259,598,136
ENSG00000005436,GCFC2,307,273,182,388,110,342,197,185,73
ENSG00000005448,WDR54,277,134,51,59,39,85,104,59,156
ENSG00000005469,CROT,90,750,202,577,289,934,187,306,74
ENSG00000005471,ABCB4,15,85,7,61,15,51,229,243,7
ENSG00000005483,KMT2E,1288,2587,1604,3974,1305,3306,1083,2425,778
ENSG00000005486,RHBDD2,466,1248,679,554,270,707,453,957,459
ENSG00000005513,SOX8,22,5,4,30,13,32,5,1,8
ENSG00000005700,IBTK,2776,792,725,1848,659,1830,773,938,271
ENSG00000005801,ZNF195,316,531,436,453,171,474,401,513,220
ENSG00000005810,MYCBP2,1102,1031,1018,1515,505,1816,1265,745,609
ENSG00000005812,FBXL3,959,752,564,2140,687,1883,738,1055,515
ENSG00000005844,ITGAL,227,183,324,584,186,646,265,142,348
ENSG00000005882,PDK2,433,1054,303,832,471,592,666,576,397
ENSG00000005884,ITGA3,3347,1512,419,3412,1616,3673,1410,2781,1309
ENSG00000005889,ZFX,412,435,440,814,231,1039,269,325,153
ENSG00000005893,LAMP2,1388,1947,3781,2648,828,3015,1636,3979,690
ENSG00000005961,ITGA2B,4,17,11,7,4,8,4,2,4
ENSG00000005981,ASB4,1,19,0,4,2,7,8,3,0
ENSG00000006007,GDE1,1834,1511,1154,3594,1330,3227,1287,2367,859
ENSG00000006015,REX1BD,451,475,423,344,172,555,447,1142,386
ENSG00000006016,CRLF1,24,29,27,15,9,41,38,31,28
ENSG00000006025,OSBPL7,276,452,252,1038,590,1042,870,1030,489
ENSG00000006042,TMEM98,705,1104,1316,3034,1290,2305,1394,1761,727
ENSG00000006047,YBX2,253,336,73,235,149,547,469,300,118
ENSG00000006059,KRT33A,0,0,0,0,0,0,0,0,0
ENSG00000006062,MAP3K14,389,616,224,530,220,609,338,335,223
ENSG00000006071,ABCC8,1,4,0,8,8,30,0,6,0
ENSG00000006116,CACNG3,0,0,0,0,0,0,0,0,0
ENSG00000006118,TMEM132A,969,497,687,94,60,151,645,482,337
ENSG00000006125,AP2B1,6069,7802,2782,4650,1936,5632,3003,3547,2218
ENSG00000006128,TAC1,3,147,9,14,17,97,0,114,0
ENSG00000006194,ZNF263,431,927,697,647,279,721,612,914,396
ENSG00000006210,CX3CL1,222,293,179,305,74,519,224,179,102
ENSG00000006282,SPATA20,819,1325,488,1313,687,1431,585,1093,279
ENSG00000006283,CACNA1G,1,5,1,2,2,11,0,0,1
ENSG00000006327,TNFRSF12A,1062,598,568,78,20,116,598,970,237
ENSG00000006377,DLX6,81,1,3,0,0,0,1,0,19
ENSG00000006432,MAP3K9,489,271,178,298,120,202,145,160,90
ENSG00000006451,RALA,1158,2155,1099,1993,710,1844,1212,1576,915
ENSG00000006453,BAIAP2L1,1161,2931,902,1730,628,2645,1154,2046,787
ENSG00000006459,KDM7A,1319,2235,757,2382,708,2109,1470,1729,486
ENSG00000006468,ETV1,51,339,94,167,57,172,35,35,33
ENSG00000006530,AGK,468,665,535,442,186,419,352,422,190
ENSG00000006534,ALDH3B1,1795,267,182,432,104,349,348,616,161
ENSG00000006555,TTC22,374,42,82,1753,725,2576,457,277,280
ENSG00000006576,PHTF2,295,391,232,546,160,368,226,291,122
ENSG00000006606,CCL26,3,6,5,1,1,1,23,4,4
ENSG00000006607,FARP2,929,1104,1120,1688,636,1774,1057,1220,560
ENSG00000006611,USH1C,2982,4388,906,2992,1549,3160,2101,2773,792
ENSG00000006625,GGCT,721,1922,1399,551,237,715,945,1667,746
ENSG00000006634,DBF4,380,441,388,233,87,205,298,369,98
ENSG00000006638,TBXA2R,27,27,24,17,9,34,22,22,26
ENSG00000006652,IFRD1,538,914,531,842,394,811,577,777,255
ENSG00000006659,LGALS14,0,0,6,4,0,0,5,1,1
ENSG00000006695,COX10,648,259,235,522,255,532,624,359,138
ENSG00000006704,GTF2IRD1,944,848,465,200,107,229,1067,1379,681
ENSG00000006712,PAF1,1199,626,677,933,432,1190,739,1177,516
ENSG00000006715,VPS41,634,1604,1117,1455,562,1288,711,1004,628
ENSG00000006740,ARHGAP44,393,114,91,2224,887,1537,633,683,125
ENSG00000006744,ELAC2,1661,747,643,931,437,1297,1339,923,398
ENSG00000006747,SCIN,250,251,92,896,674,1269,252,706,270
ENSG00000006756,ARSD,1530,1329,1046,1958,787,2849,949,2326,621
ENSG00000006757,PNPLA4,353,366,362,295,151,341,228,349,81
ENSG00000006788,MYH13,2,3,1,3,0,2,0,0,0
ENSG00000006831,ADIPOR2,1410,2373,1482,3167,1276,3108,1790,2444,912
ENSG00000006837,CDKL3,13,15,4,7,2,9,10,8,6
ENSG00000007001,UPP2,0,0,1,1,0,2,1,5,0
ENSG00000007038,PRSS21,3,2,2,5,3,12,1,8,3
ENSG00000007047,MARK4,367,227,321,264,119,309,247,325,195
ENSG00000007062,PROM1,1111,451,3110,2259,1053,2804,1343,588,503
ENSG00000007080,CCDC124,1451,775,790,553,277,794,954,1541,548
ENSG00000007129,CEACAM21,12,5,9,34,10,53,11,23,21
ENSG00000007168,PAFAH1B1,1695,1402,1028,3419,1150,3250,1534,1019,550
ENSG00000007171,NOS2,64,1046,130,585,241,4666,61,185,87
ENSG00000007174,DNAH9,1,15,3,34,3,34,0,7,1
ENSG00000007202,KIAA0100,4838,1543,2335,3675,1546,4287,2759,1928,1266
ENSG00000007216,SLC13A2,33,310,9,340,189,153,162,76,578
ENSG00000007237,GAS7,283,318,442,809,309,1722,139,64,121
ENSG00000007255,TRAPPC6A,403,359,308,302,168,327,471,769,514
ENSG00000007264,MATK,232,20,28,98,48,159,46,21,53
ENSG00000007306,CEACAM7,279,407,87,65902,10765,113531,2161,7327,982
ENSG00000007312,CD79B,115,28,61,190,76,134,33,24,25
ENSG00000007314,SCN4A,1,3,4,3,1,1,5,2,3
ENSG00000007341,ST7L,187,155,109,195,87,234,157,153,76
ENSG00000007350,TKTL1,0,0,5,4,0,6,4,0,1
ENSG00000007372,PAX6,78,27,13,58,39,52,29,22,4
ENSG00000007376,RPUSD1,554,469,384,205,115,330,434,644,304
ENSG00000007384,RHBDF1,547,671,620,443,168,504,815,1127,399
ENSG00000007392,LUC7L,404,726,409,526,210,621,500,616,387
ENSG00000007402,CACNA2D2,28,92,10,140,58,143,141,213,55
ENSG00000007516,BAIAP3,170,114,19,208,80,159,94,105,86
ENSG00000007520,TSR3,515,501,364,447,214,555,333,760,280
ENSG00000007541,PIGQ,480,678,383,396,186,499,531,923,480
ENSG00000007545,CRAMP1,278,411,237,359,126,311,279,328,218
ENSG00000007866,TEAD3,668,990,403,742,348,778,675,1142,428
ENSG00000007908,SELE,81,77,198,8,4,33,110,62,3
ENSG00000007923,DNAJC11,1846,773,639,1756,773,1758,1282,864,468
ENSG00000007933,FMO3,19,16,29,26,8,20,495,709,90
ENSG00000007944,MYLIP,254,851,339,917,292,1028,496,1102,575
ENSG00000007952,NOX1,270,4261,659,2258,1327,1798,1148,4174,645
ENSG00000007968,E2F2,344,148,121,380,143,328,258,162,122
ENSG00000008018,PSMB1,2504,1961,1218,1968,813,2530,1714,3363,1008
ENSG00000008056,SYN1,75,8,11,15,10,27,25,50,20
ENSG00000008083,JARID2,367,628,385,545,199,559,438,597,813
ENSG00000008086,CDKL5,66,114,346,227,79,261,96,158,67
ENSG00000008118,CAMK1G,19,14,9,2,1,6,4,2,5
ENSG00000008128,CDK11A,358,221,204,197,186,434,360,250,256
ENSG00000008130,NADK,1835,1424,1043,2177,1145,2678,1655,1235,1169
ENSG00000008196,TFAP2B,0,0,1,0,0,0,0,0,0
ENSG00000008197,TFAP2D,0,0,0,0,0,0,0,0,0
ENSG00000008226,DLEC1,26,44,2,56,23,65,28,15,17
ENSG00000008256,CYTH3,382,293,500,836,322,683,292,388,311
ENSG00000008277,ADAM22,78,127,85,238,92,239,54,32,35
ENSG00000008282,SYPL1,2176,3388,1806,2206,795,2348,1631,2555,1036
ENSG00000008283,CYB561,1746,1995,1349,1498,770,1658,1731,2099,730
ENSG00000008294,SPAG9,1242,2592,1447,2372,882,3159,1181,1273,514
ENSG00000008300,CELSR3,242,646,387,87,33,108,147,266,727
ENSG00000008311,AASS,55,117,53,116,36,176,54,46,31
ENSG00000008323,PLEKHG6,951,1057,1272,1794,920,1996,634,919,646
ENSG00000008324,SS18L2,187,143,159,225,80,235,213,384,172
ENSG00000008382,MPND,309,465,272,669,333,864,373,652,173
ENSG00000008394,MGST1,1978,1994,801,1912,889,2956,1304,2362,1037
ENSG00000008405,CRY1,374,341,298,383,146,489,238,267,122
ENSG00000008438,PGLYRP1,4,2,0,0,1,6,3,0,3
ENSG00000008441,NFIX,1975,1240,1378,1380,483,1250,1716,2380,825
ENSG00000008513,ST3GAL1,708,320,254,491,123,478,318,538,204
ENSG00000008516,MMP25,74,66,59,46,32,121,25,28,34
ENSG00000008517,IL32,4738,1756,3605,2411,836,5037,2391,4576,1283
ENSG00000008710,PKD1,1257,930,770,1163,533,1420,1056,1067,747
ENSG00000008735,MAPK8IP2,15,53,21,33,15,34,5,91,71
ENSG00000008838,MED24,1543,1664,1090,1242,520,1427,1330,1336,778
ENSG00000008853,RHOBTB2,273,212,241,230,74,224,133,325,116
ENSG00000008869,HEATR5B,647,833,538,1122,393,998,623,641,188
ENSG00000008952,SEC62,2998,3052,1422,3901,1339,3436,1646,2078,851
ENSG00000008988,RPS20,6589,6505,6637,7352,3714,8895,7572,5274,10733
ENSG00000009307,CSDE1,11761,6651,5898,15807,5740,14751,8529,5158,4607
ENSG00000009335,UBE3C,2484,2548,1882,2184,725,2274,1574,1748,434
ENSG00000009413,REV3L,391,388,360,1000,329,910,228,277,145
ENSG00000009694,TENM1,2,1,5,23,9,57,7,9,2
ENSG00000009709,PAX7,0,0,0,0,0,1,0,0,0
ENSG00000009724,MASP2,12,19,5,40,12,37,198,359,59
ENSG00000009765,IYD,140,3739,1138,1960,510,1173,482,600,468
ENSG00000009780,FAM76A,135,126,98,242,93,229,150,119,85
ENSG00000009790,TRAF3IP3,141,92,115,436,112,359,126,52,123
ENSG00000009830,POMT2,349,263,218,276,126,393,177,255,135
ENSG00000009844,VTA1,991,1266,665,1588,675,1609,451,1016,268
ENSG00000009950,MLXIPL,289,1562,376,148,59,60,945,384,1026
ENSG00000009954,BAZ1B,2813,3649,2779,2436,942,2674,1903,2309,708
ENSG00000010017,RANBP9,856,872,577,1085,403,996,618,823,1050
ENSG00000010030,ETV7,180,58,77,55,11,233,93,118,142
ENSG00000010072,SPRTN,138,212,143,254,99,189,146,202,62
ENSG00000010165,EEF1AKNMT,1187,1527,807,956,406,1306,922,1867,497
ENSG00000010219,DYRK4,258,282,127,187,112,280,239,200,85
ENSG00000010244,ZNF207,3154,2657,1848,2909,1112,2940,2351,2914,1174
ENSG00000010256,UQCRC1,5695,2137,1660,5934,3249,7715,4003,6767,1464
ENSG00000010270,STARD3NL,517,790,564,618,211,503,346,526,464
ENSG00000010278,CD9,12908,10727,3708,8693,4012,9481,4746,7244,4035
ENSG00000010282,HHATL,0,0,0,0,0,3,0,1,0
ENSG00000010292,NCAPD2,2479,2920,1518,1373,553,1064,2357,2027,673
ENSG00000010295,IFFO1,104,136,153,247,85,368,120,84,116
ENSG00000010310,GIPR,59,11,14,166,79,178,79,28,36
ENSG00000010318,PHF7,134,95,33,246,115,177,136,93,39
ENSG00000010319,SEMA3G,62,102,156,339,150,694,26,33,64
ENSG00000010322,NISCH,1042,824,695,1451,710,1762,1047,1234,949
ENSG00000010327,STAB1,691,1321,1179,2031,1169,3893,987,731,534
ENSG00000010361,FUZ,102,19,94,122,53,135,189,106,87
ENSG00000010379,SLC6A13,0,0,1,0,0,2,8,7,2
ENSG00000010404,IDS,630,745,695,2146,635,2310,518,1443,883
ENSG00000010438,PRSS3,1079,477,435,1808,975,2021,1680,1794,875
ENSG00000010539,ZNF200,145,230,168,158,58,157,125,180,118
ENSG00000010610,CD4,411,413,759,1101,334,1216,696,350,373
ENSG00000010626,LRRC23,103,144,70,79,22,64,89,160,59
ENSG00000010671,BTK,100,62,155,313,87,355,85,54,39
ENSG00000010704,HFE,160,223,117,304,102,254,160,217,61
ENSG00000010803,SCMH1,790,447,375,692,274,948,634,535,938
ENSG00000010810,FYN,293,284,315,663,184,890,153,128,298
ENSG00000010818,HIVEP2,600,702,452,626,208,953,247,600,131
ENSG00000010932,FMO1,4,6,71,6,4,4,3,5,2
ENSG00000011007,ELOA,1025,146,664,1390,434,1188,635,475,366
ENSG00000011009,LYPLA2,1515,894,762,978,524,1423,1365,1644,911
ENSG00000011021,CLCN6,207,190,215,394,138,480,338,187,178
ENSG00000011028,MRC2,1222,776,1059,662,279,1608,468,365,327
ENSG00000011052,NME1-NME2,51,18,9,7,4,6,23,14,10
ENSG00000011083,SLC6A7,72,117,6,165,67,147,83,27,67
ENSG00000011105,TSPAN9,840,485,631,320,136,551,739,290,174
ENSG00000011114,BTBD7,718,697,404,1397,428,1103,308,323,256
ENSG00000011132,APBA3,260,222,170,188,71,270,194,322,185
ENSG00000011143,MKS1,239,450,184,254,110,260,253,366,127
ENSG00000011198,ABHD5,234,121,162,360,206,823,98,290,78
ENSG00000011201,ANOS1,267,41,194,59,16,36,42,49,48
ENSG00000011243,AKAP8L,492,962,473,629,285,688,759,1076,637
ENSG00000011258,MBTD1,389,814,430,1009,338,683,570,407,217
ENSG00000011260,UTP18,1024,924,725,777,278,925,931,589,272
ENSG00000011275,RNF216,498,849,1127,755,279,854,636,656,522
ENSG00000011295,TTC19,1155,371,462,1218,518,1531,690,662,272
ENSG00000011304,PTBP1,8839,7420,5088,4863,1948,4875,6523,7966,3116
ENSG00000011332,DPF1,46,3,1,2,1,5,15,1,4
ENSG00000011347,SYT7,255,828,1338,429,162,336,1963,1936,308
ENSG00000011376,LARS2,1073,509,546,729,373,1251,906,1096,313
ENSG00000011405,PIK3C2A,1303,1802,1115,1658,558,1678,855,850,297
ENSG00000011422,PLAUR,1624,309,376,462,106,1139,408,981,175
ENSG00000011426,ANLN,1699,1576,1177,314,120,198,798,914,295
ENSG00000011451,WIZ,652,892,825,549,261,716,793,1165,499
ENSG00000011454,RABGAP1,915,1479,799,1815,575,1316,688,1113,386
ENSG00000011465,DCN,2199,1753,3162,13954,3157,21150,1076,791,665
ENSG00000011478,QPCTL,212,97,143,122,57,111,166,172,112
ENSG00000011485,PPP5C,1593,920,927,1073,499,1274,964,846,418
ENSG00000011523,CEP68,337,658,387,756,267,668,492,692,209
ENSG00000011566,MAP4K3,513,814,465,834,299,742,477,672,129
ENSG00000011590,ZBTB32,14,10,8,7,5,11,10,5,7
ENSG00000011600,TYROBP,308,204,407,329,162,682,322,335,212
ENSG00000011638,TMEM159,607,627,304,772,310,723,382,862,260
ENSG00000011677,GABRA3,0,1,1,2,2,9,0,0,0
ENSG00000012048,BRCA1,696,868,524,358,138,259,532,492,138
ENSG00000012061,ERCC1,457,276,254,442,171,556,388,439,231
ENSG00000012124,CD22,168,19,36,257,101,132,23,24,20
ENSG00000012171,SEMA3B,1325,140,63,1457,518,2181,554,1046,173
ENSG00000012174,MBTPS2,480,442,609,371,135,277,316,440,104
ENSG00000012211,PRICKLE3,287,198,261,141,63,167,186,331,103
ENSG00000012223,LTF,84,21,60,128,36,60,8,32,13
ENSG00000012232,EXTL3,658,437,578,573,227,700,251,330,238
ENSG00000012504,NR1H4,7,18,2,31,10,485,95,124,41
ENSG00000012660,ELOVL5,1152,752,1478,488,122,660,833,522,619
ENSG00000012779,ALOX5,244,157,237,361,154,657,188,116,158
ENSG00000012817,KDM5D,748,210,224,1289,528,3,681,607,137
ENSG00000012822,CALCOCO1,854,1254,685,2391,950,2300,1913,1800,983
ENSG00000012963,UBR7,606,908,490,1028,446,1104,297,502,256
ENSG00000012983,MAP4K5,694,1010,595,1122,371,1013,328,381,271
ENSG00000013016,EHD3,154,240,155,110,37,200,131,141,108
ENSG00000013275,PSMC4,1965,1263,970,1111,541,1454,1139,2194,567
ENSG00000013288,MAN2B2,1074,1169,481,1064,443,1606,867,629,357
ENSG00000013293,SLC7A14,1,1,2,23,12,83,1,1,1
ENSG00000013297,CLDN11,6,8,19,120,24,130,16,18,21
ENSG00000013306,SLC25A39,3191,3300,2216,1376,710,2280,2227,3450,1525
ENSG00000013364,MVP,8249,7164,2479,8602,4281,13187,4725,7847,3068
ENSG00000013374,NUB1,946,1882,1524,1998,837,2356,1084,1878,530
ENSG00000013375,PGM3,2082,416,652,1071,351,1048,518,918,220
ENSG00000013392,RWDD2A,235,59,112,138,57,119,76,152,65
ENSG00000013441,CLK1,615,916,547,1735,543,1203,824,1516,579
ENSG00000013503,POLR3B,386,268,226,358,113,413,272,301,77
ENSG00000013523,ANGEL1,631,736,554,428,167,704,460,406,243
ENSG00000013561,RNF14,721,828,350,1497,607,1317,509,1162,241
ENSG00000013563,DNASE1L1,569,307,442,376,177,569,418,1000,237
ENSG00000013573,DDX11,787,1219,676,355,171,400,980,1256,553
ENSG00000013583,HEBP1,351,527,372,323,242,984,390,842,236
ENSG00000013588,GPRC5A,7772,3684,1445,4005,1772,5928,1567,6232,1961
ENSG00000013619,MAMLD1,55,25,23,47,11,48,23,20,32
ENSG00000013725,CD6,102,123,112,203,62,219,141,90,260
ENSG00000013810,TACC3,1615,1659,802,482,198,362,948,724,220
ENSG00000014123,UFL1,1229,671,610,1594,542,1178,472,1019,181
ENSG00000014138,POLA2,572,463,300,251,93,265,348,565,163
ENSG00000014164,ZC3H3,273,370,357,248,102,372,309,859,412
ENSG00000014216,CAPN1,6790,3233,2861,3420,1973,5670,3188,4840,2267
ENSG00000014257,ACPP,176,132,34,118,50,83,79,84,54
ENSG00000014641,MDH1,1857,2618,1272,2593,1134,3085,1813,2533,520
ENSG00000014824,SLC30A9,1981,1967,1300,2320,946,2248,1150,835,247
ENSG00000014914,MTMR11,725,1303,154,3662,1503,4404,1709,5429,935
ENSG00000014919,COX15,906,495,517,991,406,1013,710,486,342
ENSG00000015133,CCDC88C,1511,929,886,1355,703,1878,718,668,473
ENSG00000015153,YAF2,165,235,198,185,64,139,180,232,55
ENSG00000015171,ZMYND11,1199,2483,1230,2312,818,2070,1002,659,376
ENSG00000015285,WAS,139,102,143,191,69,274,117,81,125
ENSG00000015413,DPEP1,2440,2979,5102,18,7,67,4166,10001,5797
ENSG00000015475,BID,724,674,676,337,193,506,562,557,328
ENSG00000015479,MATR3,113,120,46,123,44,130,89,106,42
ENSG00000015520,NPC1L1,7,17,14,6,2,3,99,121,39
ENSG00000015532,XYLT2,222,523,424,544,197,458,473,665,370
ENSG00000015568,RGPD5,4,3,6,14,2,3,4,4,2
ENSG00000015592,STMN4,2,0,0,11,10,39,0,0,2
ENSG00000015676,NUDCD3,1472,2447,1645,1553,643,1690,1118,2187,1496
ENSG00000016082,ISL1,1,12,2,60,28,11,0,1,0
ENSG00000016391,CHDH,1521,909,896,1580,400,1112,940,592,1034
ENSG00000016402,IL20RA,339,630,201,301,130,366,157,918,197
ENSG00000016490,CLCA1,941,23,49,35077,16665,43466,751,256,48
ENSG00000016602,CLCA4,33,10,32,11241,15301,22336,18,17,9
ENSG00000016864,GLT8D1,832,399,453,831,335,821,637,666,272
ENSG00000017260,ATP2C1,2035,2667,1605,3408,1315,2440,1569,1971,637
ENSG00000017427,IGF1,4,16,15,56,30,81,5,11,11
ENSG00000017483,SLC38A5,1922,111,1213,275,89,360,1163,1056,18
ENSG00000017797,RALBP1,2027,1235,962,3323,1163,2442,1253,1507,455
ENSG00000018189,RUFY3,202,315,409,584,228,926,315,194,193
ENSG00000018236,CNTN1,11,0,12,286,71,199,0,1,2
ENSG00000018280,SLC11A1,556,67,138,14,3,31,173,131,73
ENSG00000018408,WWTR1,572,390,399,442,158,661,217,164,172
ENSG00000018510,AGPS,1297,1382,1199,2061,792,2159,902,886,295
ENSG00000018607,ZNF806,0,0,0,0,0,0,0,0,0
ENSG00000018610,CXorf56,290,429,396,407,182,472,290,851,155
ENSG00000018625,ATP1A2,1,27,6,204,143,402,3,0,14
ENSG00000018699,TTC27,466,500,327,394,145,484,515,403,142
ENSG00000018869,ZNF582,4,12,16,33,13,40,8,4,7
ENSG00000019102,VSIG2,75,15,3,3256,1565,2599,27,1347,22
ENSG00000019144,PHLDB1,1183,784,962,2631,1163,2460,1514,1642,1028
ENSG00000019169,MARCO,156,4,60,43,4,119,331,373,48
ENSG00000019186,CYP24A1,3,1,6,0,0,4,0,38,2
ENSG00000019485,PRDM11,150,326,112,238,107,252,102,181,83
ENSG00000019505,SYT13,1175,3991,137,1810,609,1349,531,1227,557
ENSG00000019549,SNAI2,206,124,208,239,67,196,73,43,54
ENSG00000019582,CD74,13100,6116,9804,14623,4743,18950,6738,4596,5236
ENSG00000019991,HGF,26,201,87,105,24,182,71,52,71
ENSG00000019995,ZRANB1,262,193,238,444,148,423,246,188,143
ENSG00000020129,NCDN,415,197,231,209,110,277,255,203,1584
ENSG00000020181,ADGRA2,897,695,955,617,272,963,587,444,678
